package,file_path,line_number,type,severity,description
openjpa,openjpa-jest/src/main/java/org/apache/openjpa/persistence/jest/AbstractCommand.java,335,Cross-Site Scripting (XSS),High,"Unsanitized input from an HTTP parameter flows into print, where it is used to render an HTML page returned to the user. This may result in a Cross-Site Scripting attack (XSS)"
openjpa,openjpa-jest/src/main/java/org/apache/openjpa/persistence/jest/AbstractCommand.java,339,Cross-Site Scripting (XSS),High,"Unsanitized input from an HTTP parameter flows into print, where it is used to render an HTML page returned to the user. This may result in a Cross-Site Scripting attack (XSS)"
openjpa,openjpa-jest/src/main/java/org/apache/openjpa/persistence/jest/AbstractCommand.java,344,Cross-Site Scripting (XSS),High,"Unsanitized input from an HTTP parameter flows into print, where it is used to render an HTML page returned to the user. This may result in a Cross-Site Scripting attack (XSS)"
openjpa,openjpa-jest/src/main/java/org/apache/openjpa/persistence/jest/AbstractCommand.java,352,Cross-Site Scripting (XSS),High,"Unsanitized input from an HTTP parameter flows into print, where it is used to render an HTML page returned to the user. This may result in a Cross-Site Scripting attack (XSS)"
openjpa,openjpa-examples/openbooks/web/orders.jsp,182,Cross-Site Scripting (XSS),High,"Unsanitized input from an HTTP parameter flows into print, where it is used to render an HTML page returned to the user. This may result in a Cross-Site Scripting attack (XSS)"
openjpa,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/StoredProcedureQuery.java,173,SQL Injection,Medium,"Unsanitized input from a database flows into prepareCall, where it is used in an SQL query. This may result in an SQL Injection vulnerability."
openjpa,openjpa-examples/openbooks/src/main/java/openbook/server/DataLoader.java,38,Path Traversal,Medium,"Unsanitized input from a command line argument flows into java.io.FileInputStream, where it is used as a path. This may result in a Path Traversal vulnerability and allow an attacker to read arbitrary files"
openjpa,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/StoredProcedureQuery.java,189,Unsafe Reflection,Medium,"Unsanitized input from a database flows into java.lang.Class.forName, where it is used for Reflection. This may result in an Unsafe Reflection vulnerability."
openjpa,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/StoredProcedureQuery.java,239,Unsafe Reflection,Medium,"Unsanitized input from a database flows into java.lang.Class.forName, where it is used for Reflection. This may result in an Unsafe Reflection vulnerability."
openjpa,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/ClassNameDiscriminatorStrategy.java,108,Unsafe Reflection,Medium,"Unsanitized input from a database flows into java.lang.Class.forName, where it is used for Reflection. This may result in an Unsafe Reflection vulnerability."
openjpa,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/Services.java,219,Unsafe Reflection,Medium,"Unsanitized input from a database flows into java.lang.Class.forName, where it is used for Reflection. This may result in an Unsafe Reflection vulnerability."
openjpa,openjpa-lib/src/test/java/org/apache/openjpa/lib/conf/TestXMLCaseConversions.java,58,Path Traversal,Low,"Unsanitized input from a command line argument flows into java.io.FileReader, where it is used as a path. This may result in a Path Traversal vulnerability and allow an attacker to read arbitrary files."
openjpa,openjpa-integration/daytrader/src/test/java/org/apache/openjpa/integration/daytrader/AccountDataBean.java,286,Unprotected Storage of Credentials,Low,"An attacker might be able to detect the value of the password due to the exposure of comparison timing. When the functions Arrays.equals() or String.equals() are called, they will exit earlier if fewer bytes are matched. Use password encoder such as BCrypt for comparing passwords."
openjpa,openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/jdbc/sql/TestSnakeCaseDDL.java,135,SQL Injection,Low,"Unsanitized input from a database flows into executeQuery, where it is used in an SQL query. This may result in an SQL Injection vulnerability."
openjpa,openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/persistence/criteria/TestByteArray.java,53,Use of Hardcoded Credentials,Low,Do not hardcode credentials in code.
openjpa,openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/persistence/jdbc/kernel/TestRawSQL.java,89,Unsafe Reflection,Low,"Unsanitized input from a database flows into java.lang.Class.forName, where it is used for Reflection. This may result in an Unsafe Reflection vulnerability."
openjpa,openjpa-examples/openbooks/pom.xml,74,Access Control Bypass,High,Affected versions of this package are vulnerable to Access Control Bypass. A vulnerability in the Connector/J component allows low privileged attackers with network access via multiple protocols to compromise MySQL Connectors
openjpa,openbooks/pom.xml,74,XML External Entity (XXE) Injection,Medium,"Affected versions of this package are vulnerable to XML External Entity (XXE) Injection via the getSource() method, due to a missing check for external entities."
openjpa,openbooks/pom.xml,74,Improper Authorization,Medium,Affected versions of this package are vulnerable to Improper Authorization via the MysqlSQLXML::getSource() function. A malicious actor with high privileges can access all of the MySQL connector's accessible data and crash the connectors.
openjpa,openbooks/pom.xml,74,Privilege Escalation,Medium,Affected versions of this package are vulnerable to Privilege Escalation. A user with high privileges who is logged onto the infrastructure where MySQL Connectors executes to compromise MySQL Connectors. Successful attacks require human interaction from a person other than the attacker.
openjpa,openbooks/pom.xml,52,LDAP Injection,High,Affected versions of this package are vulnerable to LDAP Injection due to improper LDAP authentication checks. An attacker can fill up the disk by creating junk databases and execute malware visible to and executable by the account which booted the server.
openjpa,openbooks/pom.xml,67,GPL-3.0 License,High,org.apache.openjpa.openjpa-examples:openbooks@4.0.1-SNAPSHOT › de.java2html:java2html@5.0
openjpa,openbooks/pom.xml,74,GPL-2.0 License,High,org.apache.openjpa.openjpa-examples:openbooks@4.0.1-SNAPSHOT › mysql:mysql-connector-java@5.1.49
openjpa,openbooks/pom.xml,30,Information Exposure,Low,"Affected versions of this package are vulnerable to Information Exposure. If a BasicDataSource is created with jmxName set, the password property is exposed via jmx and is visible to anyone who is connected to jmx port."
openjpa,openjpa-kubernetes/pom.xml,46,Arbitrary Code Execution,Medium,"Affected versions of this package are vulnerable to Arbitrary Code Execution in the Constructor class, which does not restrict which types can be deserialized. This vulnerability is exploitable by an attacker who provides a malicious YAML file for deserialization, which circumvents the SafeConstructor class."
openjpa,openjpa-kubernetes/pom.xml,46,Denial of Service (DoS),Medium,"Affected versions of this package are vulnerable to Denial of Service (DoS) in the _deserializeWrappedValue() function in StdDeserializer.java, due to resource exhaustion when processing deeply nested arrays."
openjpa,openjpa-kubernetes/pom.xml,46,Denial of Service (DoS),Medium,Affected versions of this package are vulnerable to Denial of Service (DoS) due to improper exception handling by the GzipSource class when parsing a malformed gzip buffer.
openjpa,openjpa-kubernetes/pom.xml,46,Information Exposure,Medium,"Affected versions of this package are vulnerable to Information Exposure. When there's an illegal character in a header value, an IllegalArgumentException is thrown whose message includes the full header value."
openjpa,openjpa-project/pom.xml,393,LDAP Injection,Medium,Affected versions of this package are vulnerable to LDAP Injection due to improper LDAP authentication checks. An attacker can fill up the disk by creating junk databases and execute malware visible to and executable by the account which booted the server.
openjpa,openjpa-project/pom.xml,405,Information Exposure,Low,"Affected versions of this package are vulnerable to Information Exposure. If a BasicDataSource is created with jmxName set, the password property is exposed via jmx and is visible to anyone who is connected to jmx port."
openjpa,openjpa-tools/openjpa-fetch-statistics/pom.xml,63,EPL-1.0 License,Medium,org.apache.openjpa:openjpa-fetch-statistics@4.0.1-SNAPSHOT › junit:junit@4.13.2
openjpa,openjpa-kernel/pom.xml,83,EPL-1.0 License,Medium,org.apache.openjpa:openjpa-fetch-statistics@4.0.1-SNAPSHOT › junit:junit@4.13.2
openjpa,openjpa-integration/tck/pom.xml,550,LDAP Injection,Medium,Affected versions of this package are vulnerable to LDAP Injection due to improper LDAP authentication checks. An attacker can fill up the disk by creating junk databases and execute malware visible to and executable by the account which booted the server.
openjpa,openjpa-tools/openjpa-fetch-statistics-was/pom.xml,23,EPL-1.0 License,Medium,org.apache.openjpa:openjpa-fetch-statistics@4.0.1-SNAPSHOT › junit:junit@4.13.2
openjpa,openjpa-integration/jmx/pom.xml,51,Information Exposure,Low,"Affected versions of this package are vulnerable to Information Exposure. If a BasicDataSource is created with jmxName set, the password property is exposed via jmx and is visible to anyone who is connected to jmx port."
openjpa,openjpa-integration/validation/pom.xml,57,Information Exposure,Low,"Affected versions of this package are vulnerable to Information Exposure. If a BasicDataSource is created with jmxName set, the password property is exposed via jmx and is visible to anyone who is connected to jmx port."
openjpa,openjpa-integration/examples/pom.xml,100,Information Exposure,Low,"Affected versions of this package are vulnerable to Information Exposure. If a BasicDataSource is created with jmxName set, the password property is exposed via jmx and is visible to anyone who is connected to jmx port."
openjpa,openjpa-examples/image-gallerypom.xml,50,Information Exposure,Low,"Affected versions of this package are vulnerable to Information Exposure. If a BasicDataSource is created with jmxName set, the password property is exposed via jmx and is visible to anyone who is connected to jmx port."
openjpa,openjpa-all/pom.xml,136,Information Exposure,Low,"Affected versions of this package are vulnerable to Information Exposure. If a BasicDataSource is created with jmxName set, the password property is exposed via jmx and is visible to anyone who is connected to jmx port."
openjpa,openjpa-examples/simple/pom.xml,44,Information Exposure,Low,"Affected versions of this package are vulnerable to Information Exposure. If a BasicDataSource is created with jmxName set, the password property is exposed via jmx and is visible to anyone who is connected to jmx port."
openjpa,openjpa-integration/slf4j/pom.xml,54,Information Exposure,Low,"Affected versions of this package are vulnerable to Information Exposure. If a BasicDataSource is created with jmxName set, the password property is exposed via jmx and is visible to anyone who is connected to jmx port."
ponyorm,pony/flask/example/config.py,3,Hardcoded Secret,High,Avoid hardcoding values that are meant to be secret. Found a hardcoded string used in here.
ponyorm,pony/orm/examples/bottle_example.py,91,Debug Mode Enabled,Medium,Running the application in debug mode (debug flag is set to True in bottle.run) is a security risk if the application is accessible by untrusted parties
ponyorm,pony/orm/tests/test_entity_init.py,20,Use of Password Hash With Insufficient Computational Effort,Low,hashlib.md5 is insecure. Consider changing it to a secure hashing algorithm.
ponyorm,pony/orm/tests/test_entity_init.py,41,Use of Password Hash With Insufficient Computational Effort,Low,hashlib.md5 is insecure. Consider changing it to a secure hashing algorithm.
ponyorm,pony/orm/tests/test_entity_init.py,44,Use of Password Hash With Insufficient Computational Effort,Low,hashlib.md5 is insecure. Consider changing it to a secure hashing algorithm.
ponyorm,pony/orm/tests/test_entity_init.py,52,Use of Password Hash With Insufficient Computational Effort,Low,hashlib.md5 is insecure. Consider changing it to a secure hashing algorithm.
ponyorm,pony/orm/tests/test_entity_init.py,55,Use of Password Hash With Insufficient Computational Effort,Low,hashlib.md5 is insecure. Consider changing it to a secure hashing algorithm.
ponyorm,pony/orm/tests/fixtures.py,123,Use of Hardcoded Credentials,Low,Do not hardcode passwords in code. Found hardcoded password used in a dictionary key.
ponyorm,pony/orm/tests/fixtures.py,225,Use of Hardcoded Credentials,Low,Do not hardcode passwords in code. Found hardcoded password used in a dictionary key.
ponyorm,pony/orm/tests/fixtures.py,308,Use of Hardcoded Credentials,Low,Do not hardcode passwords in code. Found hardcoded password used in a dictionary key.
ponyorm,pony/orm/tests/__init__.py,19,Code Injection,Low,"Unsanitized input from an environment variable flows into exec, where it is executed as Python code. This may result in a Code Injection vulnerability."
ponyorm,pony/orm/tests/fixtures.py,225,Use of Hardcoded Credentials,Low,Do not hardcode credentials in code. Found hardcoded credential used in user.
ponyorm,pony/orm/tests/__init__.py,15,Path Traversal,Low,"Unsanitized input from an environment variable flows into open, where it is used as a path. This may result in a Path Traversal vulnerability and allow an attacker to read arbitrary files."
ponyorm,pony/orm/core.py,1257,Use of Password Hash With Insufficient Computational Effort,Low,hashlib.md5 is insecure. Consider changing it to a secure hashing algorithm.
sqlalchemy,doc/build/requirements.txt,5,HTTP Request Smuggling,Medium,Affected versions of this package are vulnerable to HTTP Request Smuggling via the parse and validate strings capabilities in the int constructor.
sqlalchemy,doc/build/requirements.txt,5,HTTP Request Smuggling,Medium,Affected versions of this package are vulnerable to HTTP Request Smuggling via the parse and validate strings capabilities in the int constructor.
sqlalchemy,doc/build/requirements.txt,5,MPL-2.0 License ,Medium,No remediation path available
sqlalchemy,doc/build/requirements.txt,5,Open Redirect,Low,"Affected versions of this package are vulnerable to Open Redirect via the StaticFileHandler class, due to improper validation of the default_filename parameter in the initialize function. Exploiting this vulnerability is possible under specific configurations and might result in a redirect to an attacker-controlled site."
sqlalchemy,examples/performance/__init__.py,332,Code Injection,Medium,"Unsanitized input from a command line argument flows into __import__, where it is executed as Python code. This may result in a Code Injection vulnerability."
sqlalchemy,examples/performance/__init__.py,391,Code Injection,Medium,"Unsanitized input from a command line argument flows into __import__, where it is executed as Python code. This may result in a Code Injection vulnerability."
sqlalchemy,lib/sqlalchemy/dialects/mssql/base.py,3168,SQL Injection,Medium,"Unsanitized input from a database flows into execute, where it is used in an SQL query. This may result in an SQL Injection vulnerability"
sqlalchemy,test/ext/test_extendedattr.py,222,Use of Hardcoded Credentials,Low,Do not hardcode credentials in code. Found hardcoded credential used in user_name.
sqlalchemy,test/ext/test_extendedattr.py,255,Use of Hardcoded Credentials,Low,Do not hardcode credentials in code. Found hardcoded credential used in user_name.
sqlalchemy,test/ext/test_extendedattr.py,268,Use of Hardcoded Credentials,Low,Do not hardcode credentials in code. Found hardcoded credential used in user_name.
sqlalchemy,test/orm/test_attributes.py,247,Use of Hardcoded Credentials,Low,Do not hardcode credentials in code. Found hardcoded credential used in user_name.
sqlalchemy,test/orm/test_attributes.py,260,Use of Hardcoded Credentials,Low,Do not hardcode credentials in code. Found hardcoded credential used in user_name.
sqlalchemy,test/orm/test_attributes.py,550,Use of Hardcoded Credentials,Low,Do not hardcode credentials in code. Found hardcoded credential used in user_name.
sqlalchemy,test/orm/test_attributes.py,574,Use of Hardcoded Credentials,Low,Do not hardcode credentials in code. Found hardcoded credential used in user_name.
sqlalchemy,test/orm/test_naturalpks.py,114,Use of Hardcoded Credentials,Low,Do not hardcode credentials in code. Found hardcoded credential used in user_name.
sqlalchemy,test/orm/test_naturalpks.py,140,Use of Hardcoded Credentials,Low,Do not hardcode credentials in code. Found hardcoded credential used in user_name.
sqlalchemy,test/orm/test_naturalpks.py,167,Use of Hardcoded Credentials,Low,Do not hardcode credentials in code. Found hardcoded credential used in user_name.
sqlalchemy,test/orm/test_naturalpks.py,188,Use of Hardcoded Credentials,Low,Do not hardcode credentials in code. Found hardcoded credential used in user_name.
sqlalchemy,test/orm/test_naturalpks.py,204,Use of Hardcoded Credentials,Low,Do not hardcode credentials in code. Found hardcoded credential used in user_name.
sqlalchemy,test/orm/test_naturalpks.py,243,Use of Hardcoded Credentials,Low,Do not hardcode credentials in code. Found hardcoded credential used in user_name.
sqlalchemy,test/orm/test_naturalpks.py,262,Use of Hardcoded Credentials,Low,Do not hardcode credentials in code. Found hardcoded credential used in user_name.
sqlalchemy,test/orm/test_naturalpks.py,276,Use of Hardcoded Credentials,Low,Do not hardcode credentials in code. Found hardcoded credential used in user_name.
sqlalchemy,test/orm/test_naturalpks.py,277,Use of Hardcoded Credentials,Low,Do not hardcode credentials in code. Found hardcoded credential used in user_name.
sqlalchemy,test/orm/test_naturalpks.py,277,Use of Hardcoded Credentials,Low,Do not hardcode credentials in code. Found hardcoded credential used in user_name.
sqlalchemy,test/orm/test_naturalpks.py,282,Use of Hardcoded Credentials,Low,Do not hardcode credentials in code. Found hardcoded credential used in user_name.
sqlalchemy,test/orm/test_naturalpks.py,287,Use of Hardcoded Credentials,Low,Do not hardcode credentials in code. Found hardcoded credential used in user_name.
sqlalchemy,test/orm/test_naturalpks.py,368,Use of Hardcoded Credentials,Low,Do not hardcode credentials in code. Found hardcoded credential used in user_name.
sqlalchemy,test/orm/test_naturalpks.py,443,Use of Hardcoded Credentials,Low,Do not hardcode credentials in code. Found hardcoded credential used in user_name.
sqlalchemy,test/orm/test_naturalpks.py,501,Use of Hardcoded Credentials,Low,Do not hardcode credentials in code. Found hardcoded credential used in user_name.
sqlalchemy,test/orm/test_naturalpks.py,529,Use of Hardcoded Credentials,Low,Do not hardcode credentials in code. Found hardcoded credential used in user_name.
sqlalchemy,test/orm/test_naturalpks.py,581,Use of Hardcoded Credentials,Low,Do not hardcode credentials in code. Found hardcoded credential used in user_name.
sqlalchemy,test/orm/test_naturalpks.py,582,Use of Hardcoded Credentials,Low,Do not hardcode credentials in code. Found hardcoded credential used in user_name.
sqlalchemy,test/orm/test_naturalpks.py,622,Use of Hardcoded Credentials,Low,Do not hardcode credentials in code. Found hardcoded credential used in user_name.
sqlalchemy,test/orm/test_naturalpks.py,651,Use of Hardcoded Credentials,Low,Do not hardcode credentials in code. Found hardcoded credential used in user_name.
sqlalchemy,test/orm/test_naturalpks.py,671,Use of Hardcoded Credentials,Low,Do not hardcode credentials in code. Found hardcoded credential used in user_name.
sqlalchemy,test/orm/test_naturalpks.py,678,Use of Hardcoded Credentials,Low,Do not hardcode credentials in code. Found hardcoded credential used in user_name.
sqlalchemy,test/orm/test_naturalpks.py,686,Use of Hardcoded Credentials,Low,Do not hardcode credentials in code. Found hardcoded credential used in user_name.
sqlalchemy,test/orm/test_naturalpks.py,705,Use of Hardcoded Credentials,Low,Do not hardcode credentials in code. Found hardcoded credential used in user_name.
sqlalchemy,test/orm/test_naturalpks.py,1095,Use of Hardcoded Credentials,Low,Do not hardcode credentials in code. Found hardcoded credential used in user_name.
sqlalchemy,test/orm/test_naturalpks.py,1124,Use of Hardcoded Credentials,Low,Do not hardcode credentials in code. Found hardcoded credential used in user_name.
sqlalchemy,test/orm/test_naturalpks.py,1138,Use of Hardcoded Credentials,Low,Do not hardcode credentials in code. Found hardcoded credential used in user_name.
sqlalchemy,test/orm/test_naturalpks.py,1139,Use of Hardcoded Credentials,Low,Do not hardcode credentials in code. Found hardcoded credential used in user_name.
sqlalchemy,test/orm/test_naturalpks.py,1139,Use of Hardcoded Credentials,Low,Do not hardcode credentials in code. Found hardcoded credential used in user_name.
sqlalchemy,test/orm/test_naturalpks.py,1157,Use of Hardcoded Credentials,Low,Do not hardcode credentials in code. Found hardcoded credential used in user_name.
sqlalchemy,test/orm/test_naturalpks.py,1242,Use of Hardcoded Credentials,Low,Do not hardcode credentials in code. Found hardcoded credential used in user_name.
sqlalchemy,test/orm/test_naturalpks.py,1247,Use of Hardcoded Credentials,Low,Do not hardcode credentials in code. Found hardcoded credential used in user_name.
sqlalchemy,test/orm/test_naturalpks.py,1283,Use of Hardcoded Credentials,Low,Do not hardcode credentials in code. Found hardcoded credential used in user_name.
sqlalchemy,test/orm/test_naturalpks.py,1328,Use of Hardcoded Credentials,Low,Do not hardcode credentials in code. Found hardcoded credential used in user_name.
sqlalchemy,test/orm/test_naturalpks.py,1336,Use of Hardcoded Credentials,Low,Do not hardcode credentials in code. Found hardcoded credential used in user_name.
sqlalchemy,test/orm/test_naturalpks.py,1368,Use of Hardcoded Credentials,Low,Do not hardcode credentials in code. Found hardcoded credential used in user_name.
sqlalchemy,test/orm/test_naturalpks.py,1469,Use of Hardcoded Credentials,Low,Do not hardcode credentials in code. Found hardcoded credential used in user_name.
sqlalchemy,test/ext/asyncio/test_scoping_py3k.py,32,Use of Hardcoded Credentials,Low,Do not hardcode credentials in code. Found hardcoded credential used in user_name.
sqlalchemy,test/perf/many_table_reflection.py,141,SQL Injection,Low,"Unsanitized input from a command line argument flows into sqlalchemy.schema.DDL, where it is used in an SQL query. This may result in an SQL Injection vulnerability."
sqlalchemy,test/perf/many_table_reflection.py,143,SQL Injection,Low,"Unsanitized input from a command line argument flows into sqlalchemy.schema.DDL, where it is used in an SQL query. This may result in an SQL Injection vulnerability."
sqlalchemy,test/perf/many_table_reflection.py,162,SQL Injection,Low,"Unsanitized input from a command line argument flows into sqlalchemy.schema.DDL, where it is used in an SQL query. This may result in an SQL Injection vulnerability."
sqlalchemy,test/perf/many_table_reflection.py,162,SQL Injection,Low,"Unsanitized input from a command line argument flows into sqlalchemy.schema.DDL, where it is used in an SQL query. This may result in an SQL Injection vulnerability."
sqlalchemy,test/perf/many_table_reflection.py,552,SQL Injection,Low,"Unsanitized input from a command line argument flows into sqlalchemy.schema.DDL, where it is used in an SQL query. This may result in an SQL Injection vulnerability."
sqlalchemy,lib/sqlalchemy/util/compat.py,103,Use of Password Hash With Insufficient Computational Effort,Low,hashlib.md5 is insecure. Consider changing it to a secure hashing algorithm.
sqlalchemy,lib/sqlalchemy/util/compat.py,108,Use of Password Hash With Insufficient Computational Effort,Low,hashlib.md5 is insecure. Consider changing it to a secure hashing algorithm.
sqlalchemy,examples/dogpile_caching/environment.py,50,Use of Password Hash With Insufficient Computational Effort,Low,hashlib.md5 is insecure. Consider changing it to a secure hashing algorithm.
sqlalchemy,test/orm/test_dynamic.py,1344,Use of Hardcoded Credentials,Low,Do not hardcode credentials in code. Found hardcoded credential used in user_name.
